price,carat,clarity,cut,color,depth,table,x,y,z,date
1944,0.54,SI1,Fair,F,64.8,59,5.11,5.05,3.29,4/10/2013
8456,1.21,VS1,Premium,G,59.5,58,7.01,6.97,4.16,4/10/2013
2815,0.7,SI1,Ideal,H,61.5,55,5.73,5.79,3.54,4/10/2013
5902,1.01,VS2,Very Good,F,62.9,56,6.38,6.41,4.02,4/10/2013
1754,0.57,VS2,Very Good,F,59.5,57,5.39,5.43,3.22,4/10/2013
5463,1.29,SI1,Very Good,I,62.2,58,6.94,6.99,4.33,4/10/2013
1041,0.37,VS2,Premium,E,58.9,61,4.68,4.66,2.75,4/10/2013
4704,1.12,SI2,Premium,H,61.9,58,6.74,6.66,4.15,4/10/2013
625,0.28,VS1,Ideal,E,62,56,4.21,4.18,2.6,4/10/2013
6523,1.5,SI1,Good,J,64.5,56,7.09,7.18,4.6,4/10/2013
11912,1.52,VS1,Very Good,H,63.5,60,7.28,7.24,4.61,4/10/2013
10184,2.01,SI2,Fair,H,64.9,56,7.88,7.81,5.09,4/10/2013
3095,0.81,SI1,Very Good,G,62.3,59,5.93,5.98,3.71,4/10/2013
10476,1.01,IF,Very Good,F,61.9,59,6.38,6.45,3.97,4/10/2013
1656,0.51,VS2,Very Good,E,60.5,56,5.18,5.24,3.15,4/10/2013
1235,0.44,VVS1,Premium,G,60.9,59,4.9,4.96,3,4/10/2013
1607,0.53,VS1,Very Good,F,60.6,57,5.21,5.25,3.17,4/10/2013
18026,2.32,SI1,Premium,I,61.2,58,8.57,8.52,5.23,4/10/2013
1026,0.38,VS2,Ideal,F,62.2,57,4.63,4.6,2.87,4/10/2013
795,0.43,SI1,Ideal,G,61.8,55,4.85,4.89,3.01,4/10/2013
10221,1.22,VVS2,Ideal,G,62.3,56,6.84,6.81,4.25,4/10/2013
818,0.41,SI2,Ideal,E,63,57,4.73,4.7,2.97,4/10/2013
2250,0.75,SI2,Premium,G,63,58,5.81,5.77,3.62,4/10/2013
596,0.34,SI1,Ideal,E,61.4,55,4.48,4.54,2.77,4/10/2013
12825,1.31,VS1,Ideal,F,62.1,55,6.97,7,4.34,4/10/2013
1789,0.59,SI1,Premium,E,61.8,60,5.39,5.33,3.31,4/10/2013
1605,0.52,SI1,Premium,D,62.7,58,5.2,5.16,3.25,4/10/2013
614,0.39,SI2,Ideal,E,61,55,4.74,4.77,2.9,4/10/2013
663,0.31,SI1,Ideal,F,60.5,57,4.43,4.4,2.67,4/10/2013
7351,1.02,VS1,Premium,F,62,59,6.39,6.41,3.97,4/10/2013
4788,1,SI1,Good,H,57.5,62,6.51,6.47,3.73,4/10/2013
11886,2.08,SI2,Ideal,I,62,56,8.21,8.1,5.06,4/10/2013
4216,0.56,IF,Ideal,D,62.4,56,5.24,5.28,3.28,4/10/2013
9234,1.51,SI1,Good,I,63.9,59,7.26,7.18,4.61,4/10/2013
3298,1.02,SI2,Good,J,63.1,58,6.34,6.38,4.01,4/10/2013
4259,1.11,SI1,Ideal,J,62.1,56,6.64,6.67,4.13,4/10/2013
12853,2.18,SI2,Very Good,J,62.6,58,8.23,8.25,5.16,4/10/2013
9283,1.51,SI1,Very Good,I,61.6,58,7.35,7.3,4.51,4/10/2013
5312,0.9,VS2,Premium,E,62.6,60,6.15,6.08,3.83,4/10/2013
452,0.31,VS2,Ideal,I,61.6,57,4.36,4.4,2.7,4/10/2013
9131,1.03,VVS2,Ideal,F,61.9,53,6.52,6.54,4.04,4/10/2013
784,0.34,VVS2,Ideal,F,61.7,55,4.49,4.52,2.78,4/10/2013
14080,2.02,SI2,Fair,H,56.5,61,8.33,8.37,4.72,4/10/2013
5627,1.01,SI1,Very Good,E,63,57,6.28,6.36,3.98,4/10/2013
4422,1.07,SI1,Ideal,J,62.4,56,6.52,6.56,4.08,5/21/2013
1095,0.39,VS1,Ideal,D,62,57,4.67,4.71,2.91,5/21/2013
789,0.31,VVS1,Ideal,G,61,56,4.36,4.4,2.67,5/21/2013
694,0.3,VVS2,Ideal,F,61.6,53,4.35,4.39,2.69,5/21/2013
11660,2.01,SI2,Very Good,J,63.4,59,7.99,7.95,5.05,5/21/2013
6895,1.24,SI1,Ideal,G,61,56.4,6.93,6.99,4.25,5/21/2013
1546,0.51,SI1,Premium,E,60.8,57,5.24,5.19,3.17,5/21/2013
1087,0.42,VS2,Ideal,G,61.2,56,4.84,4.8,2.95,5/21/2013
12880,1.72,SI1,Premium,H,61.4,59,7.64,7.71,4.71,5/21/2013
985,0.34,IF,Ideal,F,62.3,54,4.48,4.51,2.8,5/21/2013
10685,1.51,VS2,Premium,H,60.7,58,7.45,7.4,4.51,5/21/2013
2756,0.71,SI1,Ideal,E,61.9,56,5.71,5.73,3.54,5/21/2013
1635,0.5,VS2,Good,D,63.7,56,5.05,5.09,3.23,5/21/2013
7034,1.51,SI1,Premium,J,62.3,58,7.3,7.33,4.56,5/21/2013
4132,1.22,SI2,Premium,J,62.2,60,6.89,6.77,4.25,5/21/2013
2770,0.71,SI1,Ideal,F,60.7,56,5.77,5.8,3.51,5/21/2013
2885,0.9,SI2,Fair,D,66.9,57,6.02,5.9,3.99,5/21/2013
4486,1.01,VS2,Ideal,J,61.3,57,6.47,6.54,3.99,5/21/2013
1760,0.54,VS2,Premium,E,60.7,56,5.32,5.29,3.22,5/21/2013
506,0.3,SI1,Premium,I,60.9,59,4.36,4.34,2.65,5/21/2013
971,0.37,VS2,Premium,E,60.6,58,4.65,4.62,2.81,5/21/2013
1382,0.61,SI1,Premium,H,59.5,62,5.55,5.51,3.29,5/21/2013
1114,0.33,VVS1,Ideal,G,61.5,56,4.46,4.45,2.74,5/21/2013
524,0.3,SI1,Ideal,D,62,53,4.33,4.35,2.69,5/21/2013
593,0.31,SI1,Premium,G,61.7,55,4.38,4.37,2.7,5/21/2013
1259,0.54,VS2,Ideal,I,61.1,55,5.27,5.31,3.23,5/21/2013
504,0.24,IF,Ideal,H,62.5,54,3.97,4,2.49,5/21/2013
10703,1.14,VVS2,Ideal,E,62.3,55,6.71,6.68,4.17,5/21/2013
1342,0.6,SI1,Ideal,I,62.2,58,5.37,5.41,3.35,5/21/2013
10984,1.04,IF,Ideal,F,61.8,55,6.56,6.49,4.03,5/21/2013
5127,1.11,SI1,Ideal,G,62,57,6.69,6.61,4.12,5/21/2013
858,0.33,VVS1,Ideal,G,61.9,55,4.45,4.5,2.77,5/21/2013
1999,0.7,SI2,Fair,G,61.5,66,5.55,5.6,3.43,5/21/2013
627,0.27,IF,Ideal,G,61.2,57,4.17,4.2,2.56,5/21/2013
1767,0.52,VS2,Ideal,E,61,57,5.21,5.19,3.17,5/21/2013
1637,0.54,VS2,Premium,G,62,58,5.21,5.18,3.22,5/21/2013
698,0.31,SI1,Premium,E,63,59,4.31,4.26,2.7,5/21/2013
480,0.25,VS2,Very Good,E,61.3,57,4.05,4.08,2.49,5/21/2013
2246,0.72,SI2,Very Good,G,63.3,58,5.72,5.68,3.61,5/21/2013
2516,0.7,VS2,Fair,F,66.4,53,5.51,5.49,3.65,5/21/2013
2060,0.74,SI1,Fair,G,64.8,59,5.63,5.6,3.64,5/21/2013
1851,0.57,VS2,Premium,E,61.4,58,5.32,5.37,3.28,5/21/2013
803,0.34,SI1,Ideal,D,61.3,57,4.5,4.44,2.74,5/21/2013
4455,0.9,VS1,Very Good,H,62.1,57,6.17,6.23,3.85,5/21/2013
4039,0.77,VS1,Ideal,D,62.2,55,5.85,5.88,3.65,5/21/2013
1056,0.43,VS2,Ideal,D,61.8,56,4.81,4.83,2.98,5/21/2013
4234,1,SI1,Premium,F,63,60,6.34,6.24,3.97,5/21/2013
2554,0.71,SI1,Premium,E,60.8,55,5.85,5.8,3.54,5/21/2013
1869,0.71,VS2,Very Good,J,60.1,61,5.77,5.82,3.48,5/21/2013
716,0.43,SI1,Ideal,H,62.3,56,4.83,4.86,3.02,5/21/2013
2833,0.7,VS2,Ideal,D,61,57,5.74,5.76,3.51,5/21/2013
828,0.32,VVS2,Ideal,H,61.7,56,4.42,4.37,2.71,5/21/2013
917,0.31,VVS2,Ideal,F,61.5,56,4.35,4.37,2.68,5/21/2013
614,0.26,VVS2,Very Good,E,62.9,56,4.07,4.1,2.57,5/21/2013
1076,0.41,VS1,Premium,F,60.7,56,4.82,4.77,2.91,5/21/2013
6152,1.01,VS1,Very Good,G,61.9,58,6.42,6.5,4,5/21/2013
1439,0.41,IF,Ideal,F,61.4,56,4.77,4.81,2.94,5/21/2013
3050,0.76,SI1,Ideal,H,61.3,55,5.87,5.93,3.62,5/21/2013
2553,0.74,SI2,Premium,E,59.1,60,5.98,5.94,3.52,5/21/2013
5277,1.52,SI2,Ideal,H,59.9,55,7.54,7.45,4.49,5/21/2013
11431,1.7,SI2,Very Good,D,60.8,59,7.76,7.83,4.75,5/21/2013
3274,0.72,VS1,Ideal,H,61.5,55,5.77,5.85,3.56,5/21/2013
2657,0.7,VS2,Premium,G,59.4,59,5.79,5.76,3.43,5/21/2013
435,0.31,VS2,Premium,I,60.8,58,4.34,4.37,2.65,5/21/2013
558,0.31,SI1,Premium,H,62.7,58,4.34,4.31,2.71,5/21/2013
13702,1.62,VS2,Premium,G,62.3,58,7.54,7.49,4.68,5/21/2013
684,0.3,VVS2,Good,G,63.3,57,4.23,4.27,2.69,5/21/2013
4515,1.04,SI1,Ideal,H,61.9,57,6.49,6.46,4.01,5/21/2013
1354,0.55,SI1,Premium,F,62.9,58,5.26,5.23,3.3,5/21/2013
8887,1.71,VS2,Premium,J,60.3,61,7.74,7.69,4.65,5/21/2013
18678,2.16,SI2,Very Good,F,62.4,59,8.28,8.33,5.18,5/21/2013
5353,1.21,SI1,Premium,I,61.6,58,6.89,6.84,4.23,5/21/2013
1957,0.54,VS1,Ideal,G,60.1,57,5.29,5.31,3.18,5/21/2013
4516,1.05,SI2,Very Good,G,62.6,62,6.45,6.49,4.05,5/21/2013
10996,1.25,VVS1,Ideal,G,61.3,56,6.95,6.98,4.28,5/21/2013
12896,1.64,SI1,Premium,E,61.8,59,7.55,7.51,4.65,5/21/2013
1399,0.52,SI1,Premium,D,59.7,60,5.26,5.19,3.12,5/21/2013
9882,1.04,VVS2,Premium,E,62.8,58,6.45,6.42,4.04,5/21/2013
2616,0.81,VS2,Very Good,I,60.4,63,5.97,5.95,3.6,5/21/2013
516,0.32,VS1,Ideal,H,61.8,53,4.41,4.43,2.73,5/21/2013
5003,1.14,SI1,Premium,H,60.7,58,6.76,6.82,4.12,5/21/2013
829,0.35,VS2,Ideal,D,61.8,55,4.53,4.56,2.81,5/21/2013
814,0.32,VVS1,Ideal,G,61.1,55,4.43,4.45,2.71,5/21/2013
9253,1.5,VS2,Premium,H,62.1,59,7.26,7.2,4.49,5/21/2013
3726,0.91,SI2,Very Good,F,61.4,60,6.13,6.16,3.77,5/21/2013
606,0.35,SI1,Premium,I,62.5,58,4.53,4.49,2.82,5/21/2013
8349,1.15,VVS2,Very Good,G,58.4,59,6.84,6.92,4.02,5/21/2013
10217,1.55,SI1,Fair,F,59.7,66,7.59,7.47,4.49,5/21/2013
5376,1.2,SI2,Premium,H,62,58,6.91,6.76,4.24,5/21/2013
1279,0.58,SI2,Ideal,F,61.8,56,5.42,5.39,3.34,5/21/2013
874,0.37,VVS1,Premium,I,62.4,58,4.58,4.55,2.85,5/21/2013
7903,1.65,SI1,Very Good,J,61.7,56,7.61,7.66,4.71,5/21/2013
7091,1.12,VVS2,Ideal,H,62.3,53,6.64,6.7,4.16,5/21/2013
7059,1.14,VS2,Ideal,H,62,55,6.71,6.72,4.16,5/21/2013
718,0.36,SI1,Ideal,F,61.6,56,4.62,4.57,2.83,5/21/2013
965,0.33,VVS2,Premium,G,61.9,58,4.43,4.39,2.73,5/21/2013
14351,2.55,SI2,Premium,I,62.9,58,8.7,8.59,5.44,5/21/2013
749,0.31,VS2,Ideal,F,61.6,56,4.39,4.35,2.69,5/21/2013
4508,1.04,SI2,Very Good,F,63.1,60,6.42,6.35,4.03,5/21/2013
589,0.32,VVS1,Ideal,I,61.9,55,4.39,4.4,2.72,6/23/2013
683,0.41,SI2,Ideal,D,62.3,57,4.75,4.78,2.97,6/23/2013
577,0.27,VS1,Ideal,F,61.7,57,4.15,4.18,2.57,6/23/2013
1746,0.5,VS2,Premium,E,62.9,59,5.09,5.06,3.19,6/23/2013
13858,2.03,SI2,Very Good,D,63.1,58,8.02,7.98,5.05,6/23/2013
1046,0.31,VVS1,Premium,G,59.9,62,4.37,4.35,2.61,6/23/2013
1699,0.5,VS2,Premium,E,60.7,59,5.13,5.11,3.11,6/23/2013
10720,1.26,VVS1,Ideal,G,62.1,57,6.91,7.01,4.32,6/23/2013
2447,0.74,SI2,Premium,E,59,55,6.03,5.94,3.53,6/23/2013
3033,0.52,IF,Ideal,E,61.1,57,5.17,5.21,3.17,6/23/2013
865,0.31,VVS1,Ideal,E,60.2,61,4.4,4.43,2.66,6/23/2013
966,0.35,VVS1,Very Good,F,61.6,56,4.53,4.55,2.79,6/23/2013
754,0.3,VVS2,Very Good,D,63,56,4.29,4.31,2.71,6/23/2013
1622,0.56,VVS1,Ideal,I,61.1,55,5.33,5.35,3.26,6/23/2013
6065,1.11,SI1,Ideal,G,60.8,57,6.83,6.77,4.14,6/23/2013
1750,0.6,SI1,Very Good,D,62.2,58,5.4,5.44,3.37,6/23/2013
7340,1.51,SI2,Good,H,59.9,64,7.53,7.39,4.47,6/23/2013
4969,1.22,SI1,Very Good,J,58.8,61,6.94,7,4.1,6/23/2013
9781,1.52,SI2,Very Good,D,59.1,58,7.45,7.48,4.41,6/23/2013
5266,1.12,SI1,Premium,H,61.6,59,6.63,6.67,4.1,6/23/2013
743,0.33,VS2,Premium,G,60,58,4.49,4.47,2.69,6/23/2013
2808,0.8,VS2,Very Good,H,62.8,57,5.87,5.91,3.7,6/23/2013
561,0.32,VS1,Ideal,H,61.5,57,4.4,4.42,2.71,6/23/2013
3709,0.9,VS2,Very Good,I,58.7,60,6.28,6.35,3.71,6/23/2013
17492,2.01,SI1,Ideal,G,59.2,57,8.23,8.19,4.86,6/23/2013
2274,0.81,SI2,Premium,G,59,57,6.14,6.1,3.61,6/23/2013
9781,2.01,SI2,Very Good,I,61.4,63,8.19,7.96,4.96,6/23/2013
710,0.24,VVS1,Premium,E,60.7,58,4.03,4.01,2.44,6/23/2013
6311,1.11,VS2,Very Good,G,62.3,58,6.59,6.61,4.11,6/23/2013
3729,1.03,SI2,Very Good,J,58,60,6.64,6.67,3.86,6/23/2013
521,0.24,VVS2,Very Good,D,58.8,58,4.05,4.08,2.39,6/23/2013
1778,0.52,VS1,Ideal,F,62.3,55,5.16,5.21,3.23,6/23/2013
1192,0.41,VVS2,Ideal,F,62.9,54,4.74,4.7,2.97,6/23/2013
534,0.27,VS2,Ideal,I,62.1,56,4.14,4.18,2.58,6/23/2013
11520,1.86,SI2,Premium,H,62.3,57,7.85,7.82,4.88,6/23/2013
882,0.42,SI1,Ideal,G,63,55,4.81,4.77,3.02,6/23/2013
6283,1,VS2,Very Good,F,62.5,58,6.32,6.36,3.96,6/23/2013
11574,1.55,VS2,Ideal,I,61.8,55,7.4,7.44,4.58,6/23/2013
492,0.33,SI2,Very Good,D,60.7,56,4.43,4.46,2.7,6/23/2013
868,0.33,VVS1,Very Good,G,62.8,59,4.38,4.44,2.77,6/23/2013
926,0.32,VVS1,Ideal,F,61.7,56,4.4,4.42,2.72,6/23/2013
1079,0.41,VS1,Premium,E,60.6,59,4.77,4.8,2.9,6/23/2013
1264,0.43,VVS1,Premium,G,62,59,4.82,4.8,2.98,6/23/2013
18172,2,SI2,Ideal,F,62.6,57,8.08,8.01,5.04,6/23/2013
687,0.31,VVS1,Ideal,H,61.9,55,4.38,4.41,2.72,6/23/2013
473,0.3,VS1,Premium,I,59.1,59,4.35,4.38,2.58,6/23/2013
872,0.31,VS2,Ideal,E,61.4,54,4.41,4.38,2.7,6/23/2013
4619,0.8,VS1,Ideal,D,62.4,56,5.94,5.98,3.72,6/23/2013
9954,1.21,VVS2,Ideal,G,59.4,59,6.92,7.01,4.14,6/23/2013
1065,0.54,SI2,Ideal,F,62.2,56,5.21,5.24,3.25,6/23/2013
1270,0.48,VS1,Premium,H,60.7,61,5.04,5.01,3.05,6/23/2013
1913,0.74,SI1,Very Good,J,62.2,59,5.74,5.81,3.59,6/23/2013
541,0.3,VS2,Very Good,G,61.7,56,4.32,4.35,2.67,6/23/2013
1267,0.52,SI1,Very Good,F,63.7,58,5.11,5.13,3.26,6/23/2013
773,0.42,SI1,Good,E,63.4,56,4.74,4.82,3.03,6/23/2013
6810,1.32,SI1,Very Good,I,62.1,57,6.99,7.09,4.37,6/23/2013
1013,0.3,VVS1,Premium,G,60.5,59,4.36,4.33,2.63,6/23/2013
698,0.31,SI1,Premium,E,59.3,59,4.48,4.42,2.64,6/23/2013
13942,1.6,VS2,Premium,G,61.6,60,7.55,7.49,4.63,6/23/2013
1046,0.31,VVS1,Very Good,G,63.4,57,4.36,4.32,2.75,6/23/2013
1443,0.51,SI1,Premium,E,62.8,61,5.07,5.06,3.18,6/23/2013
3337,0.61,IF,Very Good,E,61.7,58,5.39,5.47,3.35,6/23/2013
537,0.34,VS2,Ideal,H,60.5,56,4.54,4.58,2.76,6/23/2013
796,0.32,IF,Ideal,H,61.6,56,4.4,4.43,2.72,6/23/2013
746,0.37,SI1,Ideal,F,61.6,56,4.61,4.65,2.85,6/23/2013
1739,0.96,I1,Fair,H,69.2,56,5.97,5.83,4.08,6/23/2013
1094,0.3,VVS1,Ideal,D,62.1,56,4.32,4.31,2.68,6/23/2013
561,0.32,VS2,Premium,G,62.5,60,4.32,4.38,2.72,6/23/2013
3577,0.82,VS2,Premium,E,62.6,60,5.97,5.91,3.72,6/23/2013
718,0.35,VS1,Ideal,E,61.5,57,4.52,4.55,2.79,6/23/2013
972,0.32,VS1,Ideal,E,61.8,55,4.43,4.4,2.73,6/23/2013
2654,0.73,SI1,Ideal,G,62.1,56,5.74,5.79,3.58,6/23/2013
904,0.41,SI1,Good,E,63.6,58,4.74,4.72,3.01,6/23/2013
1705,0.58,SI1,Ideal,F,62.2,57,5.37,5.33,3.33,6/23/2013
5452,1.18,SI2,Ideal,G,60.5,55,6.9,6.85,4.16,6/23/2013
1114,0.33,IF,Ideal,H,61.9,55,4.44,4.42,2.74,6/23/2013
3282,0.91,SI2,Very Good,G,63.3,57,6.12,6.08,3.86,6/23/2013
633,0.38,SI2,Very Good,D,61.1,58,4.62,4.68,2.84,6/23/2013
9051,1.1,VVS2,Ideal,G,61.6,56,6.62,6.69,4.1,6/23/2013
394,0.3,VS1,Very Good,J,63,59,4.24,4.27,2.68,6/23/2013
8457,1.24,SI1,Ideal,D,60.4,57,6.95,7.02,4.22,6/23/2013
703,0.43,VS1,Ideal,J,61.7,58,4.8,4.84,2.98,6/23/2013
15930,2.01,VS1,Very Good,H,63.5,53,8.04,7.97,5.08,6/23/2013
687,0.4,SI1,Good,F,63.3,58,4.69,4.72,2.98,6/23/2013
1385,0.54,SI1,Ideal,F,61.3,55,5.23,5.27,3.22,6/23/2013
4173,1.08,SI1,Premium,J,61,60,6.62,6.57,4.02,6/23/2013
2515,0.59,VVS2,Premium,D,62.6,58,5.34,5.4,3.36,6/23/2013
5227,1,VS2,Very Good,G,62.8,57,6.33,6.37,3.99,6/23/2013
18343,2.27,SI1,Ideal,G,61.1,60,8.46,8.42,5.16,6/23/2013
545,0.26,VVS1,Very Good,G,61.2,56,4.1,4.13,2.52,2/25/2014
10061,1.07,VVS2,Ideal,F,62.3,57,6.56,6.58,4.09,2/25/2014
6093,1.28,SI2,Premium,H,60.2,58,7.13,7.03,4.26,2/25/2014
3303,0.9,VS2,Good,I,63.8,55,6.07,6.16,3.9,2/25/2014
1624,0.5,VS2,Very Good,E,61.1,61,5.11,5.13,3.13,2/25/2014
2352,0.7,VVS2,Premium,I,60.1,59,5.8,5.72,3.46,2/25/2014
15618,2.01,SI2,Very Good,E,63.3,61,7.86,7.8,4.96,2/25/2014
4338,1.01,SI2,Premium,D,60.8,61,6.5,6.45,3.94,2/25/2014
3655,1.07,SI2,Very Good,G,63.5,59,6.52,6.46,4.12,2/25/2014
1028,0.31,VVS1,Ideal,E,62.4,56,4.37,4.35,2.72,2/25/2014
4434,1.01,SI2,Premium,E,62.5,60,6.42,6.39,4,2/25/2014
9022,1.53,SI1,Premium,I,62.6,57,7.38,7.29,4.59,2/25/2014
10004,1.23,VVS2,Very Good,G,60.6,55,6.93,7.02,4.23,2/25/2014
3276,0.78,VS2,Ideal,E,62,55,5.95,5.89,3.67,2/25/2014
8286,1.01,VS1,Premium,D,60,58,6.6,6.54,3.94,2/25/2014
1107,0.31,VVS2,Premium,E,62.3,56,4.34,4.3,2.69,2/25/2014
10164,1.5,VS1,Ideal,I,62,54,7.32,7.38,4.56,2/25/2014
983,0.38,VS1,Ideal,D,61.8,54,4.67,4.71,2.9,2/25/2014
1374,0.5,SI1,Premium,E,63,61,5.07,5.03,3.18,2/25/2014
624,0.4,SI1,Ideal,I,62.3,55,4.72,4.75,2.95,2/25/2014
1899,0.58,VS1,Ideal,G,60.6,56,5.43,5.48,3.3,2/25/2014
9278,1.42,SI1,Very Good,E,61.1,62,7.17,7.2,4.39,2/25/2014
1296,0.56,SI2,Ideal,E,61.9,55,5.32,5.34,3.3,2/25/2014
7553,1.51,VS2,Premium,J,62.8,59,7.28,7.2,4.55,2/25/2014
6677,1.4,SI2,Very Good,I,62.4,59,7.12,7.17,4.46,2/25/2014
844,0.3,VVS1,Ideal,E,62,57,4.29,4.32,2.67,2/25/2014
16189,2.07,SI2,Ideal,I,62,55,8.12,8.22,5.07,2/25/2014
8088,1.55,VS2,Ideal,J,61.7,55,7.38,7.43,4.58,2/25/2014
1061,0.41,VVS2,Ideal,I,61.7,56,4.8,4.77,2.95,2/25/2014
17760,2,SI1,Very Good,H,63.3,59,8.03,7.96,5.06,2/25/2014
6286,1.18,SI1,Very Good,G,60.8,58,6.81,6.85,4.15,2/25/2014
16803,1.75,VS2,Ideal,G,62.1,57,7.73,7.69,4.79,2/25/2014
1024,0.35,VVS2,Premium,E,60.2,58,4.66,4.61,2.79,2/25/2014
737,0.4,SI1,Very Good,F,62.8,59,4.71,4.72,2.96,2/25/2014
1845,0.5,VS2,Ideal,D,62.8,56,5.08,5.04,3.18,2/25/2014
2452,1.02,I1,Premium,F,59.6,59,6.51,6.45,3.87,2/25/2014
5728,1.13,VS2,Premium,H,61.7,56,6.73,6.65,4.13,2/25/2014
4229,1.02,SI2,Very Good,H,62.6,60,6.3,6.38,3.97,2/25/2014
3287,0.74,VVS1,Ideal,H,62.5,55,5.76,5.79,3.61,2/25/2014
2715,0.8,SI2,Very Good,E,62.9,54,5.91,6.02,3.75,2/25/2014
585,0.4,SI2,Premium,I,62.9,59,4.68,4.63,2.93,2/25/2014
512,0.35,SI2,Premium,I,60.9,58,4.56,4.53,2.77,2/25/2014
6350,1.2,SI1,Very Good,H,61.6,61,6.81,6.77,4.18,2/25/2014
716,0.43,SI1,Very Good,H,61.5,58,4.8,4.86,2.97,2/25/2014
772,0.35,SI1,Ideal,D,62.1,57,4.49,4.47,2.78,2/25/2014
7013,1.01,VS2,Ideal,E,61.9,57,6.43,6.37,3.96,2/25/2014
5866,1.24,VS1,Ideal,J,61.6,57,6.89,6.93,4.26,2/25/2014
2058,0.74,SI1,Good,J,59.9,64,5.82,5.86,3.5,2/25/2014
2768,0.7,SI1,Very Good,D,61.1,58,5.66,5.73,3.48,2/25/2014
3229,0.96,SI2,Premium,I,62.7,58,6.24,6.2,3.9,2/25/2014
3368,0.9,SI2,Very Good,F,62.6,56,6.13,6.17,3.85,2/25/2014
921,0.39,VS2,Very Good,H,63.1,58,4.66,4.63,2.93,2/25/2014
895,0.3,IF,Ideal,G,61.4,57,4.33,4.37,2.67,2/25/2014
537,0.36,SI1,Ideal,G,62.7,55,4.54,4.59,2.86,2/25/2014
1781,0.51,VS2,Premium,E,60.5,56,5.24,5.18,3.15,2/25/2014
2079,0.72,SI2,Ideal,G,62.1,54,5.77,5.82,3.6,2/25/2014
475,0.3,SI1,Ideal,F,61.9,56,4.29,4.33,2.67,2/25/2014
1928,0.55,VS2,Ideal,D,61.8,54,5.26,5.29,3.26,2/25/2014
3066,0.85,SI2,Very Good,D,61.4,60,6.05,6.13,3.74,2/25/2014
3192,0.8,VS2,Ideal,E,61.4,55,5.96,5.99,3.67,2/25/2014
5233,1.01,SI1,Good,E,57.9,57,6.6,6.67,3.84,2/25/2014
737,0.4,SI1,Very Good,F,62,56,4.72,4.77,2.94,2/25/2014
4971,1.02,SI2,Ideal,D,58.9,61,6.56,6.62,3.88,2/25/2014
1040,0.44,SI1,Premium,E,62.9,58,4.88,4.85,3.06,2/25/2014
906,0.35,VS1,Ideal,G,62.1,56,4.56,4.52,2.82,2/25/2014
684,0.44,SI2,Good,E,63.2,59,4.8,4.85,3.05,2/25/2014
1410,0.55,SI1,Good,F,57,62,5.42,5.44,3.1,2/25/2014
2569,0.55,VVS1,Ideal,F,62.2,57,5.25,5.27,3.27,2/25/2014
600,0.36,SI1,Ideal,F,60.1,56,4.62,4.67,2.79,2/25/2014
4138,0.91,SI1,Very Good,E,63.5,57,6.11,6.07,3.87,2/25/2014
400,0.31,VS2,Ideal,J,62.1,53.6,4.36,4.39,2.72,2/25/2014
4241,1.02,SI2,Very Good,F,60.3,59,6.5,6.53,3.93,2/25/2014
743,0.33,VS2,Ideal,G,62.6,56,4.41,4.38,2.75,2/25/2014
14674,1.51,VS1,Premium,G,62.2,58,7.35,7.29,4.55,2/25/2014
8852,1.52,SI1,Premium,I,58.1,62,7.61,7.56,4.41,2/25/2014
1015,0.41,SI1,Ideal,D,61.7,54,4.79,4.78,2.95,2/25/2014
7207,1.5,SI1,Good,I,64.2,56,7.25,7.14,4.62,2/25/2014
4328,1.03,SI2,Premium,E,61.4,58,6.49,6.45,3.97,2/25/2014
12626,1.51,VS2,Ideal,G,61.8,55,7.43,7.39,4.58,2/25/2014
1745,0.5,VS1,Ideal,E,62.7,57,5.04,5.11,3.18,2/25/2014
645,0.32,VS2,Ideal,F,61.1,57,4.44,4.47,2.72,2/25/2014
8840,1.77,SI2,Premium,J,62,55,7.84,7.72,4.82,2/25/2014
552,0.24,VVS2,Very Good,E,63.1,56,3.92,3.97,2.49,2/25/2014
945,0.4,IF,Good,I,62.3,62,4.69,4.72,2.93,2/25/2014
1908,0.53,VS2,Premium,E,58.5,61,5.33,5.26,3.1,2/25/2014
15393,2,SI2,Good,E,64.7,57,7.75,7.86,5.05,2/25/2014
2668,0.58,VS1,Premium,F,61.1,59,5.39,5.35,3.28,2/25/2014
10036,1.54,SI1,Very Good,G,61.3,59,7.38,7.41,4.53,2/25/2014
1919,0.52,VS2,Ideal,D,62.6,55,5.14,5.12,3.21,2/25/2014
9698,1.57,SI2,Very Good,D,62.9,61,7.37,7.41,4.65,2/25/2014
3385,0.78,SI1,Very Good,E,59.8,57,5.98,6.02,3.59,2/25/2014
1061,0.41,VS2,Ideal,G,62.4,55,4.76,4.73,2.96,2/25/2014
3880,0.9,VS1,Very Good,I,62,61,6.12,6.18,3.81,2/25/2014
1786,0.55,VS1,Ideal,G,60.9,55,5.29,5.32,3.23,2/25/2014
1690,0.47,VVS1,Good,E,64,62,4.9,4.97,3.16,2/25/2014
816,0.31,IF,Ideal,H,60,57,4.39,4.41,2.64,2/25/2014
891,0.33,IF,Premium,I,62,58,4.46,4.44,2.76,2/25/2014
2364,0.72,SI1,Premium,F,62,60,5.74,5.77,3.57,2/25/2014
499,0.3,SI1,Very Good,E,60.9,58,4.31,4.33,2.63,2/25/2014
